City ID,City Name,Cloudiness,Country,Humidity,Latitude,Temperature,Wind Speeds
2179825,Waitati,76.00%,NZ,57.00%,-45.7479,73.24,14.05
1223738,Weligama,0.00%,LK,100.00%,5.9667,74.66,4.21
2136825,Isangel,88.00%,VU,100.00%,-19.55,81.36,20.42
5836068,Rawlins,44.00%,US,67.00%,41.7911,32.97,11.81
3423146,Ilulissat,36.00%,GL,90.00%,69.2167,-10.54,3.2
3448903,Sao Joao da Barra,0.00%,BR,97.00%,-21.6403,81.63,16.28
6324729,Halifax,0.00%,CA,91.00%,44.6491,37.44,12.82
3531023,Chetumal,100.00%,BZ,85.00%,18.4984,83.79,12.26
4563243,Carolina,56.00%,PR,99.00%,18.3794,80.64,10.8
527321,Mezen,0.00%,RU,76.00%,65.8522,-12.12,2.42
525426,Sobolevo,56.00%,RU,92.00%,54.4299,34.32,11.7
3652350,La Asuncion,92.00%,EC,92.00%,-1.6374,61.18,2.19
2094342,Kavieng,8.00%,PG,99.00%,-2.5745,84.83,6.89
2033630,Xiongyue,0.00%,CN,79.00%,40.1774,41.07,7.0
2122414,Orotukan,64.00%,RU,62.00%,62.2623,-2.35,2.64
1267390,Kavaratti,36.00%,IN,100.00%,10.5669,82.99,4.99
1337607,Kudahuvadhoo,0.00%,MV,100.00%,2.6708,83.62,4.21
1486910,Komsomolskiy,68.00%,RU,81.00%,67.5537,-9.06,20.76
2109528,Buala,20.00%,SB,98.00%,-8.1456,83.5,4.99
3911925,El Alto,12.00%,BO,27.00%,-16.4962,58.46,2.75
3443061,Chuy,0.00%,UY,81.00%,-33.6938,62.38,9.24
2720382,Hede,0.00%,SE,69.00%,60.4507,13.98,2.3
162158,Baherden,56.00%,TM,100.00%,38.4362,54.63,3.42
3471451,Arraial do Cabo,8.00%,BR,82.00%,-22.9663,79.74,20.31
3447409,Sombrio,92.00%,BR,100.00%,-29.108,68.79,3.98
5969025,Haines Junction,8.00%,CA,77.00%,60.7527,16.61,2.64
88319,Benghazi,0.00%,LY,99.00%,32.1171,57.85,7.23
2065594,Mount Isa,0.00%,AU,73.00%,-20.729,71.47,6.67
480484,Zykovo,92.00%,RU,89.00%,55.2351,33.53,17.85
5861897,Fairbanks,0.00%,US,65.00%,64.8378,29.89,12.37
1255364,Dumas,0.00%,IN,86.00%,21.0879,80.42,4.76
1705460,Luba,0.00%,PH,89.00%,17.3182,59.02,3.2
2022572,Khatanga,32.00%,RU,52.00%,71.9801,-31.83,10.36
3385920,Tupanatinga,92.00%,BR,77.00%,-8.7543,72.43,6.89
5882953,Aklavik,0.00%,CA,82.00%,68.2183,0.72,5.1
705626,Klishkivtsi,44.00%,UA,100.00%,48.4304,29.84,2.08
4282757,Ashland,8.00%,US,43.00%,38.4784,59.52,6.55
934322,Mahebourg,80.00%,MU,85.00%,-20.4081,76.71,6.11
1505579,Inta,68.00%,RU,68.00%,66.0397,-0.66,8.12
3381538,Grand-Santi,68.00%,GF,73.00%,4.2734,79.12,3.42
2129163,Mombetsu,0.00%,JP,90.00%,44.3525,29.17,6.22
3382160,Cayenne,100.00%,GF,87.00%,4.9371,81.63,6.67
5267537,Plover,68.00%,US,54.00%,44.4564,47.82,15.95
2267254,Lagoa,0.00%,PT,68.00%,37.1363,51.62,7.34
3863379,Mar del Plata,64.00%,AR,43.00%,-46.4276,65.88,23.78
6185607,Yorkton,0.00%,CA,98.00%,51.212,32.7,12.71
3893629,Coquimbo,0.00%,CL,94.00%,-29.9532,59.56,4.32
4231997,Avera,92.00%,US,69.00%,33.194,52.03,10.36
1690039,Palimbang,20.00%,PH,100.00%,14.8996,72.07,2.75
5859699,College,0.00%,US,65.00%,64.8569,29.91,12.37
2028462,Ulaanbaatar,88.00%,MN,39.00%,47.9185,42.57,14.94
1586350,Cam Ranh,8.00%,VN,100.00%,11.9167,69.04,10.13
3404558,Cabedelo,64.00%,BR,88.00%,-6.9733,80.96,8.23
3377301,Mabaruma,64.00%,GY,79.00%,8.1986,80.46,9.46
1263983,Mamit,44.00%,IN,97.00%,23.916,63.95,1.74
1519580,Saryozek,88.00%,KZ,100.00%,44.3583,43.43,3.09
535734,Lesnoy,32.00%,RU,82.00%,59.7817,7.7,4.21
5367788,Lompoc,0.00%,US,78.00%,34.6392,63.41,15.84
342711,Barentu,0.00%,ER,25.00%,15.1113,67.23,8.01
1015776,Bredasdorp,8.00%,ZA,100.00%,-34.5331,59.95,13.38
5960603,Geraldton,92.00%,CA,68.00%,49.7189,32.88,7.67
1651103,Atambua,0.00%,ID,100.00%,-9.1066,74.75,1.19
876123,Lumeje,48.00%,AO,91.00%,-11.5621,66.33,3.2
2178753,Kirakira,76.00%,SB,100.00%,-10.4569,83.26,10.47
1519030,Shu,88.00%,KZ,77.00%,43.5983,42.35,6.44
2180815,Tuatapere,88.00%,NZ,85.00%,-46.1324,59.79,20.65
6050066,La Ronge,12.00%,CA,60.00%,55.1004,46.0,8.68
986717,Kruisfontein,0.00%,ZA,94.00%,-34.0034,61.65,10.25
512255,Pavelets,24.00%,RU,88.00%,53.7883,25.7,15.05
2445704,Diffa,0.00%,NE,23.00%,13.3154,73.53,8.46
6165406,Thompson,24.00%,CA,62.00%,55.7433,31.93,10.8
2231504,Foumbot,32.00%,CM,78.00%,5.5109,65.79,6.33
1635111,Puri,76.00%,ID,96.00%,-7.5373,69.53,3.76
1507300,Dolgoderevenskoye,8.00%,RU,83.00%,55.3444,29.25,11.7
3833367,Ushuaia,92.00%,AR,100.00%,-54.807,50.49,27.58
4012344,Pasaje,0.00%,MX,11.00%,24.9278,92.88,4.43
1014034,Carnarvon,0.00%,ZA,24.00%,-30.9678,35.67,2.75
2448085,Agadez,8.00%,NE,25.00%,16.9726,61.47,4.54
3691954,Sechura,20.00%,PE,71.00%,-5.5576,76.86,13.71
1685936,Socorro,88.00%,PH,100.00%,13.0566,70.27,4.43
1273574,Vaini,12.00%,IN,82.00%,15.336,72.23,1.41
5253352,Fond du Lac,76.00%,US,62.00%,43.7749,46.27,19.98
4031637,Lavrentiya,88.00%,RU,100.00%,65.5842,23.76,12.26
6122085,Richmond,92.00%,CA,100.00%,49.1633,44.58,4.21
3832899,Viedma,0.00%,AR,31.00%,-40.8086,72.39,13.71
866062,Iskateley,12.00%,RU,65.00%,67.6803,-7.46,12.82
2757220,Den Helder,0.00%,NL,97.00%,52.958,36.28,5.21
5069297,Grand Island,92.00%,US,100.00%,40.9243,42.31,11.03
1927639,Yueyang,0.00%,CN,92.00%,29.3589,47.75,4.32
5536630,Cedar City,0.00%,US,35.00%,37.6775,42.4,5.44
6094817,Ottawa,0.00%,CA,51.00%,45.4211,41.54,5.1
2017215,Sangar,76.00%,RU,67.00%,63.9236,12.63,2.42
2020584,Magistralnyy,20.00%,RU,73.00%,56.1725,15.22,6.44
1576303,Lao Cai,92.00%,VN,99.00%,22.4833,60.06,1.74
331038,Mendi,36.00%,ET,57.00%,9.8,63.12,3.2
5954718,Flin Flon,68.00%,CA,78.00%,54.7698,33.48,11.92
3437029,San Patricio,0.00%,PY,59.00%,-26.9767,71.28,4.76
1106677,Bambous Virieux,80.00%,MU,85.00%,-20.3428,76.71,6.11
3372760,Praia da Vitoria,0.00%,PT,99.00%,38.7333,64.02,9.91
1784841,Zhaotong,92.00%,CN,100.00%,27.3377,44.64,2.53
1281256,Gamba,64.00%,CN,75.00%,28.2785,8.2,8.23
3421765,Nanortalik,0.00%,GL,100.00%,60.1432,22.17,34.63
2012530,Zhigansk,64.00%,RU,67.00%,66.7656,8.74,8.23
3374210,Sao Filipe,0.00%,CV,95.00%,14.8961,69.37,16.06
1150533,Sukhothai,88.00%,TH,95.00%,17.0127,73.08,2.75
3037899,Ambon,92.00%,FR,89.00%,47.5542,46.02,8.01
3839307,Rawson,12.00%,AR,24.00%,-43.2992,78.75,13.27
4359984,Kingsville,0.00%,US,46.00%,39.4488,47.39,7.0
3573374,The Valley,68.00%,AI,98.00%,18.217,80.98,6.78
2025256,Chumikan,92.00%,RU,88.00%,54.7183,20.88,3.98
216281,Goma,44.00%,CD,93.00%,-1.6666,57.38,2.53
5515743,Guymon,68.00%,US,18.00%,36.6828,60.76,15.05
2995603,Saint-Pierre,48.00%,FR,87.00%,48.9455,38.84,2.98
4031574,Provideniya,88.00%,RU,100.00%,64.4238,25.07,22.88
101312,Turayf,0.00%,SA,37.00%,31.6775,60.93,12.03
3036938,Arles,0.00%,FR,50.00%,43.6776,49.17,16.62
286621,Salalah,0.00%,OM,100.00%,17.0149,77.56,3.98
2127202,Anadyr,92.00%,RU,94.00%,64.7317,2.25,6.22
